what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364308113273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308114840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308121625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364308138581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364308227604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308268509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308312243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308337671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308413027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308414529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308428698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364308428786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308466727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308503349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308520779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308551289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308560970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308572097
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1364308585558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308740772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308745686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308793717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308803613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364308839271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364308841357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364308844149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308847197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308849146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308849179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308860868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364308865351
