what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355410685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355410749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355416927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355419936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355422118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355423770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355423830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355437693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355441519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355445283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355447070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355493068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355502332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355504308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355505298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355505387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355521360
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364355524148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355619116
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364355620859
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364355621024
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364355623466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355629251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355631174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355633162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355633220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355647627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355691627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355693817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355695218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355695285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355698752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355702127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355703777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355704924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355704992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355708193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355758484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355760081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355762806
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1364355782226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355789242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355789407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355789541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355789682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355789800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355789919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355790052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355790305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355790438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355790556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355790698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355790808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355791904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364355792040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355817936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355820259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355821586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355821647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355836987
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364355839516
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364355854191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364355863668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355867074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355869180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355869237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364355887278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1364356002714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364356019845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364356023338
